Parâmetros:  T = 160°C   VR = 1.50V  G = 1.46e-08A
-0.00	0.02	163.30
-0.00	0.03	163.30
-0.00	0.02	163.30
-0.00	0.02	163.35
-0.00	0.02	163.35
-0.00	0.02	163.35
-0.00	0.02	163.35
-0.00	0.02	163.45
-0.00	0.03	163.45
0.00	0.02	163.45
0.00	0.02	163.45
0.26	0.02	163.45
0.39	0.02	163.51
0.52	0.02	163.51
0.64	0.03	163.51
0.64	0.02	163.51
0.64	0.02	163.54
0.77	0.03	163.54
0.90	0.02	163.54
1.03	0.02	163.54
1.03	0.02	163.54
1.16	0.02	163.51
1.29	0.03	163.51
1.29	0.02	163.51
1.42	0.02	163.51
1.42	0.03	163.48
1.55	0.02	163.48
1.55	0.02	163.48
1.67	0.02	163.48
1.67	0.02	163.43
1.80	0.02	163.43
1.80	0.02	163.43
1.93	0.03	163.43
1.93	0.03	163.41
2.06	0.03	163.41
2.19	0.02	163.41
2.19	0.02	163.41
2.32	0.02	163.38
2.32	0.02	163.38
2.45	0.02	163.38
2.45	0.03	163.38
2.58	0.03	163.35
2.58	0.03	163.35
2.70	0.02	163.35
2.70	0.02	163.35
2.83	0.02	163.31
2.83	0.02	163.31
2.96	0.02	163.31
3.09	0.02	163.31
3.09	0.02	163.25
3.22	0.02	163.25
3.22	0.02	163.25
3.22	0.02	163.25
3.35	0.02	163.20
3.48	0.02	163.20
3.48	0.02	163.20
3.61	0.03	163.20
3.61	0.02	163.11
3.74	0.02	163.11
3.61	0.03	163.11
3.86	0.02	163.11
3.86	0.02	163.04
3.99	0.03	163.04
3.99	0.02	163.04
4.12	0.02	162.95
4.25	0.02	162.95
4.25	0.02	162.95
4.38	0.02	162.95
4.38	0.02	162.81
4.51	0.02	162.81
4.51	0.03	162.81
4.64	0.02	162.74
4.64	0.02	162.74
4.77	0.02	162.74
4.77	0.03	162.74
4.89	0.03	162.59
4.89	0.02	162.59
5.02	0.03	162.59
5.02	0.03	162.48
5.15	0.03	162.48
5.15	0.03	162.48
5.28	0.03	162.34
5.28	0.03	162.34
5.41	0.02	162.34
5.54	0.03	162.13
5.54	0.03	162.13
5.67	0.03	162.13
5.67	0.03	161.89
5.80	0.04	161.89
5.80	0.04	161.89
5.92	0.04	161.71
5.92	0.04	161.71
6.05	0.02	161.71
6.05	0.04	161.54
6.05	0.04	161.54
6.18	0.04	161.54
6.31	0.04	161.38
6.31	0.04	161.38
6.44	0.04	161.38
6.44	0.04	161.38
6.57	0.04	161.19
6.57	0.04	161.19
6.70	0.04	161.19
6.70	0.04	161.02
6.83	0.04	161.02
6.83	0.04	161.02
6.83	0.04	160.89
6.96	0.04	160.89
7.08	0.04	160.89
7.08	0.04	160.73
7.21	0.04	160.73
7.21	0.03	160.73
7.34	0.04	160.55
7.34	0.04	160.55
7.47	0.04	160.55
7.47	0.04	160.33
7.60	0.04	160.33
7.60	0.03	160.33
7.73	0.04	160.09
7.73	0.04	160.09
7.86	0.04	160.09
7.86	0.04	159.93
7.99	0.04	159.93
7.99	0.04	159.93
8.11	0.03	159.75
8.11	0.04	159.75
8.11	0.03	159.75
8.37	0.04	159.55
8.37	0.04	159.55
8.37	0.03	159.55
8.50	0.03	159.40
8.50	0.04	159.40
8.63	0.02	159.40
8.63	0.04	159.18
8.76	0.03	159.18
8.76	0.03	159.18
8.89	0.02	158.96
9.02	0.02	158.96
9.02	0.04	158.73
9.02	0.03	158.73
9.14	0.04	158.73
9.14	0.04	158.50
9.27	0.04	158.50
9.27	0.04	158.50
9.40	0.04	158.29
